	B6_rep1	B6_rep2	B6_rep3	D2_rep1	D2_rep2	D2_rep3
Cnot7	5548	5170	3715	3066	3579	3973
Cnot8	1929	1826	1300	1750	2007	2272
Cnot9	1289	1282	956	953	1018	1036
Cnp	743	621	459	494	444	509
Cnppd1	1260	1127	891	864	938	1069
Cnpy1	2	5	5	3	0	2
Cnpy2	1301	1239	1061	966	1002	1138
Cnpy3	2733	2451	2021	1961	2054	2301
Cnpy4	382	416	273	432	512	520
Cnr1	1385	1288	956	939	1035	1126
Cnr2	4	3	4	9	8	7
Cnrip1	1929	1750	1309	1329	1420	1548
Cnst	4392	3952	2991	2732	2904	3309
Cntd1	1254	1183	854	833	928	1025
Cntf	211	195	146	126	136	131
Cntfr	518	526	363	438	473	475
Cntln	5415	4861	3947	2981	3511	3654
Cntn1	6597	6123	4443	3862	4501	4848
Cntn2	571	558	385	358	406	398
Cntn3	117	112	79	94	92	107
Cntn4	4148	3825	2936	2803	3045	3502
Cntn5	732	674	485	410	450	517
Cntn6	850	822	568	505	595	624
Cntnap1	2074	1962	1421	1393	1632	1663
Cntnap2	4299	3930	2852	2447	2783	3061
Cntnap3	55	64	29	22	21	20
Cntnap4	413	333	270	215	304	290
Cntnap5a	1052	985	767	795	1021	988
Cntnap5b	228	208	155	156	175	219
Cntnap5c	23	35	28	22	22	22
Cntrl	933	1000	745	634	835	761
Cntrob	710	715	503	509	617	587
Cntrobos	0	0	1	0	0	1
Coa3	1168	1077	803	600	712	771
Coa4	258	249	168	181	249	235
Coa5	3700	3625	2687	2606	2882	3255
Coa6	411	423	281	251	291	378
Coa7	1402	1396	1028	1047	1217	1262
Coasy	707	702	574	505	550	634
Cobl	650	706	498	362	435	477
Cobll1	113	92	79	36	44	48
Coch	954	875	498	478	552	599
Cog1	2610	2561	1936	1963	2074	2329
Cog2	1589	1418	1143	1094	1205	1267
Cog3	2041	1947	1455	1342	1608	1736
Cog4	2110	1933	1501	1379	1514	1740
Cog5	2794	2610	2045	1765	1909	2230
Cog6	2741	2529	2028	1927	2178	2480
Cog7	1863	1597	1315	1220	1335	1589
Cog8	2068	2038	1578	1493	1618	1871
Coil	1186	1149	873	703	695	853
Col10a1	34	26	22	16	21	23
Col11a1	622	586	354	252	256	251
Col11a2	769	805	523	1343	1448	1455
Col12a1	338	318	263	348	421	337
Col13a1	28	23	12	58	41	59
Col14a1	26	22	15	23	22	21
Col15a1	56	68	60	85	63	71
Col16a1	131	139	83	157	143	138
Col17a1	224	170	151	98	124	146
Col18a1	2438	2478	1859	902	766	713
Col19a1	344	338	221	276	301	312
Col1a1	94	75	55	113	94	94
Col1a2	330	371	224	282	294	213
Col20a1	936	863	758	718	812	804
Col22a1	223	205	169	64	64	85
Col23a1	3448	3208	2376	2804	2370	3066
Col24a1	101	119	85	119	114	142
Col25a1	699	604	463	348	388	429
Col26a1	154	147	88	4	6	5
Col27a1	721	676	515	800	897	764
Col28a1	15	10	4	9	15	9
Col2a1	2652	2591	1875	1303	1727	1579
Col3a1	52	77	53	85	92	54
Col4a1	1301	1329	904	1357	1424	1471
Col4a2	1004	1041	697	997	1006	1065
Col4a3	1124	1172	1050	256	337	301
Col4a3bp	6951	6163	4801	4262	4628	5013
Col4a4	343	381	344	73	144	108
Col4a5	1006	1015	770	737	751	716
Col4a6	279	333	189	169	114	102
Col5a1	492	545	397	354	419	405
Col5a2	58	64	45	131	132	130
Col5a3	104	119	97	92	119	96
Col6a1	1772	1647	1274	1833	1971	2060
Col6a2	245	236	161	236	219	274
Col6a3	18	34	21	21	10	16
Col6a4	151	174	157	10	7	15
Col6a5	8	15	9	2	1	1
Col6a6	52	39	26	18	19	14
Col7a1	1117	1204	929	1086	1269	1144
Col8a1	267	415	384	238	519	295
Col8a2	175	356	278	143	338	111
Col9a1	2876	2822	2074	1724	1785	1900
Col9a2	623	619	450	357	306	342
Col9a3	660	648	598	381	478	351
Colec10	0	0	0	0	0	0
Colec11	9	12	5	7	3	10
Colec12	199	189	120	68	37	33
Colgalt1	1625	1634	1277	1043	1245	1301
Colgalt2	803	727	562	460	538	569
Colq	5	4	4	8	2	5
Commd1	3496	3186	2406	2347	2556	2866
Commd10	939	956	641	563	575	635
Commd2	817	841	622	625	641	761
Commd3	1856	1719	1281	1200	1460	1447
Commd4	864	739	590	553	630	641
Commd5	444	442	276	262	322	375
Commd6	1373	1399	907	882	959	1051
Commd7	1115	1076	757	637	731	813
Commd8	1674	1498	1083	1161	1285	1522
Commd9	608	559	428	417	426	532
Comp	20	28	14	21	36	29
Comt	2064	1888	1355	1200	1353	1568
Comtd1	746	700	546	545	574	653
Copa	12703	11383	8938	5470	6014	6624
Copb1	4558	4157	3030	3871	4349	4661
Copb2	6305	5907	4500	3936	4274	4778
Cope	2138	1936	1524	1328	1424	1632
Copg1	6906	6250	4943	4315	4650	5062
Copg2	6388	5927	4361	4407	4834	5405
Coprs	811	777	564	604	619	669
Cops2	6456	6113	4481	4385	5023	5530
Cops3	3388	3392	2471	2235	2481	2754
Cops4	2832	2600	2003	1962	2073	2359
Cops5	2065	2038	1468	1382	1554	1753
Cops6	1447	1502	1062	928	1013	1171
Cops7a	1960	1793	1303	1116	1227	1393
Cops7b	848	878	661	597	657	753
Cops8	3070	2988	2188	2141	2265	2643
Copz1	2708	2584	1955	1892	2043	2283
Copz2	73	70	41	41	49	56
Coq10a	1242	1121	863	884	937	1003
Coq10b	1379	1288	939	729	797	801
Coq2	1556	1612	1164	856	1140	1170
Coq3	589	613	494	410	515	533
Coq4	248	241	176	202	189	233
Coq5	1466	1334	1038	1296	1360	1585
Coq6	816	883	660	573	617	725
Coq7	1011	1023	747	518	614	635
Coq8a	1205	1155	838	873	938	1051
Coq8b	588	532	425	450	489	530
Coq9	1175	1089	826	828	939	1012
Corin	6	4	3	1	2	5
Coro1a	358	304	234	236	216	269
Coro1b	2542	2446	1899	1841	1942	2048
Coro1c	3061	2788	1987	1799	2010	2180
Coro2a	241	189	174	131	173	158
Coro2b	2054	2120	1630	1803	2015	2071
Coro6	100	93	68	42	45	58
Coro7	1311	1189	949	920	974	1040
Cort	4	11	7	9	16	13
Cotl1	2013	2024	1579	1160	1298	1540
Cox10	587	597	424	448	425	527
Cox11	458	405	319	266	314	349
Cox14	1056	1083	819	693	823	942
Cox15	1439	1432	1020	944	1075	1197
Cox16	1484	1356	929	925	1093	1225
Cox17	1390	1431	893	961	1056	1120
Cox18	209	178	131	210	231	222
